점포명,주소,전화번호
스마일마트,전라남도 여수시 미평로 30 (미평동) .,061-653-8891
대림유통프라자,경상북도 포항시 북구 침촌로 18 (장성동) 대림골든빌상가,054-252-1252
가락마트,제주도특별자치도 제주도시 연동9길 26 (연동) 0,064-748-3939
주공친절할인마트,경상남도 김해시 율하2로 180 (율하동) 101호 주공친절할인마트,055-312-7088
가로수주공마트,충청북도 청주시 흥덕구 서현중로32번길 24 (가경동) 충북 청주시 흥덕구 가경동 2077 가로수마을휴먼시아아파트상가,043-233-4335
칸타타다다유마트,"청주시 사창동 대원칸타빌 아파트 상가동 101호,102호 청주시 사창동 대원칸타빌 아파트 상가동 101호,102호",070-4191-6188
OK마트,전라남도 여수시 쌍봉로 19 (학동) (여수시 학동 4-26),061-684-3711
굳마트,경기도 구리시 동구릉로 84-1 (인창동) 1층,031-564-1244
안강시장마트,경상북도 경주시 안강읍 화전남2길 18-1 안강시장마트,
개울가슈퍼,경기도 남양주시 진건읍 독정로성지2길 13 개울가 슈퍼,031-527-3273
숲체원 구내매점,강원도 횡성군 둔내면 청태산로 777 숲체원 구내매점,033-340-6406
4주공웰빙마트,"경상북도 영주시 가흥로 345-27 (가흥동, 영주가흥4단지주공아파트) 101호",054-635-8528
그린마트,서울특별시 강남구 논현로4길 22 (개포동) 1층 그린마트,02-573-0535
우리홈마트,울산광역시 남구 화합로125번길 23 (달동) 1303-8,052-267-5214
자연애마트 삼산점,울산광역시 남구 돋질로 206 (달동) 달동 월드컵상가,052-275-7723
이천코사마트,울산광역시 동구 명덕3길 40 (서부동) 세운상가내 113호,052-232-2281
한아름마트,"울산광역시 동구 방어진순환도로 1045 (서부동, 한아름현대아파트) 284-1",052-235-7035
우리들덕신점,울산광역시 울주군 온산읍 덕신로 273 덕신리 1296-11,052-237-2066
서사라슈퍼,제주도특별자치도 제주도시 전농로7길 21 (삼도일동) 0,064-752-7685
오케이(O. K)마트,대구광역시 북구 옥산로17길 43 (침산동) 11번지,053-358-4576
OK 할인마트갈마점,대전광역시 서구 갈마동 313-9 1층,042-536-8946
우성슈퍼,대전광역시 서구 삼천 991 우성상가지하 12,042-482-6618
코리아마트(비산점),대구광역시 서구 국채보상로 343 (비산동) 비산동,
이화슈퍼,경상남도 김해시 구산로30번길 4-5 (구산동) 구산동,
백마수퍼,"경기도 고양시 일산동구 경의로 333 (마두동, 백마마을5단지아파트) 120호 121호",031-902-8407
새진흥슈퍼,경기도 수원시 권선구 세화로169번길 29 (서둔동) 34/1,031-296-3307
푸르미네미니슈퍼,경기도 부천시 원미구 부일로 554 (소사동) 1층,032-341-3167
후레쉬 에너지,경기도 부천시 원미구 평천로669번길 21 (약대동) 1층,032-3247-6796
대진마트,경상북도 봉화군 명호면 광석길 34 대진마트,054-673-4179
보배하이마트,충청북도 청주시 서원구 수영로24번길 1 (수곡동) 세원수곡2차아파트상가,
관음사휴게소,제주도특별자치도 제주도시 산록북로 585 (오등동) 관음사휴게소,064-721-8036
웰빙플러스마트,경상북도 영주시 향교길108-1 101호 상가101호,054-858-5734
케이(K)할인마트,경상북도 포항시 북구 아호로5번길 10 (학산동) .,054-247-0574
주식회사써브 (청전광장슈퍼),"충청북도 제천시 청전대로15길 70 (청전동, 주공1단지아파트) (청전동, 주공1단지아파트)",043-643-9939
형제농산물마트,경기도 오산시 수목원로49번길 33 (누읍동) .,031-374-1614
900마트,경기도 수원시 권선구 여기산로 42 (서둔동) 제상가1동 제2층 201,031-294-0145
그린슈퍼,서울특별시 광진구 천호대로138길 14 (구의동) 1층,070-4642-7507
행운마트,경기도 시흥시 매화로 57-1 (매화동) 대성아파트상가1층 101호,031-316-0729
한별마트,서울특별시 서초구 방배중앙로21길 26 (방배동) 1층,02-536-8060
다농할인마트,경기도 수원시 권선구 세지로12번길 17-2 (세류동) 1층,031-233-1079
전원슈퍼,대전광역시 대덕구 대화13길 16 (대화동) 1층,042-623-4392
제부도슈퍼,경기도 화성시 서신면 해안길178번길 70-4 제부도슈퍼,031-355-7478
진성마트,경기도 수원시 영통구 인계로189번길 46 (매탄동) 929 나동 101호,
플러스마트,"강원도 삼척시 엑스포로 171 (건지동) 101,102",033-575-5177
고근산 마실가게,제주도특별자치도 서귀포시 신서로122번길 46 (강정동) B동,064-739-6550
금릉할인마트,서울특별시 송파구 삼전동 58-3 1층,02-424-0224
현대슈퍼,서울특별시 송파구 동남로11길 17-1 (가락동) 1층 현대슈퍼,02-443-1433
월성e-편한마트,"대구광역시 달서구 조암남로 10 (월성동, 월성 이편한세상) 월성 e-편한세상 401-102",053-636-1164
우성한빛유통,경상북도 포항시 남구 동해안로5876번길 6-1 (일월동) 한빛타운상가 101호,054-284-3060
시니어마트,전라북도 남원시 의총로 96 (하정동) 시니어마트,070-4121-6049
동원슈퍼,경상남도 김해시 삼안로 232 (삼방동) 9동 403호,055-321-2410
프렌즈마트,강원도 속초시 먹거리1길 35 (교동) 프렌즈마트,033-631-6001
영풍할인마트,경기도 구리시 검배로120번길 13-17 (토평동) 1층 영풍할인마트,031-566-4533
새마을마트,경상북도 영주시 번영로 102 (휴천동) 1층 새마을마트,054-635-8828
한신상회,경기도 부천시 원미구 부흥로210번길 16 (중동) (중동 710-2),032-665-3180
푸른마트,청주시 흥덕구 가로수로 1351번길 24,043-236-0550
대성마트,경상북도 경주시 금성로 295 (성건동) 대성마트,054-741-1966
뉴탑프라자,부산광역시 동래구 온천천로285번길 19 (수안동) 1층,051-555-3382
강원도매마트,강원도 철원군 동송읍 금학로 56 이평리 261-15,033-455-2035
나들가게 플러스24시,충청남도 천안시 동남구 단대로 119-13 (신부동) 나들가게 플러스24시,041-565-3001
한마음마트,경상남도 김해시 인제로39번길 20 (삼정동) [삼정동 638-6번지],
대우그린마트,경상남도 김해시 가야로 19-1 (삼계동) [삼계동 110-2 대우푸르지오상가 103],055-334-7334
이동현대마트,경상북도 포항시 남구 대이로 102 (대잠동) 이동홈타운상가 011.012.013,054-274-8288
컴마트,"강원도 춘천시 세실로 173 (후평동, 세경4차아파트) 상가내 컴마트",033-253-0386
후레쉬바이,서울특별시 송파구 송이로23길 4 (가락동) 101호,070-7568-4746
우리들의 편의점,경상북도 영주시 풍기읍 동양대로129번길 140-14 우리들의 편의점,
월드푸드마트,경기도 광주시 곤지암읍 곤지암로 28 1층,070-7762-3333
포시즌,대구광역시 달성군 다사읍 대실역남로4길 30-18 포시즌,053-586-1232
화암마트,울산광역시 동구 꽃바위로 191 (방어동) 화암마트,052-251-1400
우리마트,경상남도 창원시 마산합포구 월영북로 12 (대내동) 우리마트,055-245-0609
굿마트대덕테크노벨리점,대전광역시 유성구 테크노7로 23 (용산동) 용산동 564,070-4124-6976
굿마트 내포점,"충청남도 홍성군 홍북면 신대로 33, 101호 (극동스타클래스센트럴상가)",041-642-9114
주공할인마트,"경기도 오산시 수청로 220 (금암동, 금암마을휴먼시아3단지아파트) 단지내상가 주공할인마트",031-372-0005
오션할인마트,"경상남도 김해시 김해대로 1784-7 (삼계동) 삼계동, 삼흥빌딩",055-339-9015
다솜방제과슈퍼,경상남도 진주시 진주대로 883 (강남동) 242번지,055-757-4202
쏠마트,충청남도 아산시 온천대로 1408 (온천동) 쏠마트,041-542-3657
공단슈퍼,경상북도 칠곡군 기산면 영리2길 39 영리 402,054-972-1770
코사마트보성점,전라남도 보성군 보성읍 중앙로9 103호 우산주공상가,061-853-6778
그린할인마트,전라남도 보성군 회천면 우암길 4 그린할인마트,061-853-0775
해동마트,강원도 정선군 사북읍 사북중앙로 17-17 해동마트,033-592-2135
그린할인마트,전라남도 여수시 문수로 142 (문수동),061-653-9395
티타임303,강원도 철원군 갈말읍 명성로125번길 3 1층 티타임303,033-452-7018
착한슈퍼,대구광역시 달서구 월성동 1811번지 제1층 109호,053-633-5355
전원슈퍼,전라북도 군산시 현충로 35 현대아파트 상가 103호,063-463-0771
달인할인마트,경상북도 포항시 북구 중흥로241번길 15 (죽도동) 1층 101호,054-273-6888
코사마트,대구광역시 남구 이천로25길 41(대명동),
중동마트,대구광역시 수성구 희망로20길 51 중동,053-765-2231
럭키슈퍼,경기도 수원시 장안구 조원동 738-34,031-252-0602
열린슈퍼우리유통,경기도 부천시 소사본동 211-12,032-348-7722
주공마트,경기도 수원시 팔달구 우만동 301 주공3단지 종합상가 주공마트 창룡대로210번길 13,031-253-3111
호반편의점,충청북도 단양군 단성면 월악로 4512 호반편의점,043-421-0888
행복드림마트,대전광역시 서구 괴정로 149번길 27 1층,042-528-5460
행복드림마트,대전광역시 서구 괴정로 149번길 27 1층,042-528-5460
기쁜가게,경기도 수원시 팔달구 화서문로 32번길 23 1층,031-256-8638
광명24시편의점,울산광역시 동구 서부동 방어진 순환도로 945 광명24시 편의점,052-232-2657
오렌지마트24시,충청북도 청주시 흥덕구 장구봉로 13(가경동) 1층,
로뎀편의점,경기도 파주시 월롱면 도내리 612-5,031-957-8933
풀마트,포항시 남구 중앙로121번길3 풀니스8차 상가101호,054-274-6644
삼거리마트,전라남도 순천시 서면 승주로 1431번지 삼거리마트,061-755-8850
우리마트,울산광역시북구양정동 776-17 오치골2길 9,052-287-0662
케이블카 편의점,전라남도 여수시 돌산읍 우두리 710-12 (전남 여수시 돌산로 3562),061-643-1111
드림마트,경상북도 구미시 송동로 59-4 도량2동,054-455-5014
더조은 할인마트,경상남도 김해시 가야로451번길 10(동상동),055-324-4646
보람유통,서울특별시 은평구 신사동237-111번지 서울시 은평구 신사동237-111번지,02-304-9858
부평24시마트,전라남도 보성군 보성읍 보성리 556(송재로191),061-852-0897
왕마트,부산광역시 북구 덕천동 덕천동 804번지 주공상가 나동 105호,051-333-6604
비발디 슈퍼,김해시 가락로332번길 9 상가 1층 108호 비발디슈퍼,070-4220-4332
비발디 슈퍼,김해시 가락로332번길 9 상가 1층 108호 비발디슈퍼,070-4220-4332
즐겨찾기,창원시 성산구 상남동 73-4 코아상가 내 140호,055-266-4952
다인할인마트,경상북도 의성군 다인면 서릉리 206-2번지 다인할인마트,054-861-8008
행복주공마트,경상북도동수4길 3 lh7단지 행복주공마트,054-907-3998
행복플러스,충청남도 당진시 석문면 대호만로 1779-7 104호 행복플러스25,041-358-0360
대웅슈퍼,전라남도 보성군 웅치면 일림로 1006-2 전남 보성군 웅치면 중산리 57-18,061-852-6028
그린복마트,전주시 완산구 평화로 100 평화주공그린타운 102호 제후문상가동,063-221-9228
파워슈퍼,울산광역시 남구 돋질로 342 1층(삼산동),052-256-3318
종점할인마트,강원도 춘천시 영서로1779 306-15 (1층),033-263-5249
햇살존푸드,부산광역시 기장군 기장읍 대라리 419-15 기장마르빌 101호,
햇살존푸드,부산광역시 기장군 기장읍 대라리 419-15 기장마르빌 101호,
대한마트,경상북도 영주시 영주로 192번길 4 경북 영주시 영주로 192번길 4,054-631-4936
혜원마트,서울특별시 중랑구 용마산로 105길 12 (망우동),070-8160-1277
코사마트 동산점,경기도 고양시 동산2로 29 1층,02-371-1424
까까,포항시 북구 천마로 90번길 5 양덕동,054-256-5410
ok할인마트,경상남도 창원시 마산합포구 산호북11길 2 1층,055-223-6777
e플러스마트,경상남도 창원시 진해구 냉천로 106(자은동) 상가동1층 101호,055-547-2235
보령수퍼,경기도 광명시 광명동 716-11,02-2618-8361
제일할인마트,강원도홍천군홍천읍남산강변로5길8 연봉1리,033-434-4509
천년마트,경상북도 상주시 무양동 동수4길3 천년나무아파트 상가104호,054-532-4494
명지마트,경상북도 상주시 경상대로2749-10 신봉동 명지3차 아파트 상가동2층202호,054-532-4494
제이마트,서울특별시 관악구 관천로 15길 85,02-830-3254
요소수마트,충청남도 당진시 송악읍 부곡공단2길 15 .,041-357-4945
훼미리마트,부산광역시 기장군 기장읍 차성로344번길 38 훼미리마트,051-722-4013
우리동네 할인마트,"인천광역시 남동구 남동대로916번길 75(간석동) 102,103호",032-553-5300
주공마트,경상남도 함안군 가야읍 도항리 307,055-584-4761
수성그린마트,창원시 진해구 경화동 906-16,055-551-0882
하이퍼마켓,"제주도특별자치도 제주도시 인다12길 2, 104(아라일동, 상가) 104",064-702-2006
기쁜가게 삼양점,서울특별시 강북구 삼양로 269,02-980-3611
오뚜기상회,제주도특별자치도제주도시동고산로 16-1,064-757-2406
제주오롯이,제주도특별자치도서귀포시대정읍일주서로3000번길139 대정농공단지전시판매장,064-792-4442
현대상회,"경기도 이천시 장호원읍 서동대로 8844-9, 상가동 104호(장호원현대아파트)",031-642-6774
빅마트,"경상북도 안동시 송현길 16 (송현동,송현휴먼시아3단지제상가동2층201호,202호)",054-841-9697
제천사마트24시편의점,대전광역시 대덕구 신탄진로 240 364-21,042-621-0888
금강편의점,경기도 화성시 화성로 1081번길 51번지 103호,031-357-1038
고개슈퍼마켓,서울특별시 동작구흑석동292번지 1층 고개슈퍼마켓,070-8107-0170
세일마트 JH유통,인천광역시 서구 석남동 564-27,032-571-4366
동원마트,충청남도 논산시 중앙로 499 (화지동) 동원마트,041-736-2678
뉴아람마트,경상남도 창원시 의창구 사화로18번길 9 (팔용동),055-295-2125
